@RELATION overall_satisfaction

@ATTRIBUTE room_type {PrivateRoom,EntireHome,SharedRoom}
@ATTRIBUTE neighborhood {LesCorts,SantsMontjuic,CiutatVella,SantMarti,Gracia,Horta,Sarria,Eixample,SantAndreu,NouBarris}
@ATTRIBUTE reviews NUMERIC
@ATTRIBUTE overall_satisfaction NUMERIC
@ATTRIBUTE accommodates NUMERIC
@ATTRIBUTE bedrooms NUMERIC
@ATTRIBUTE price NUMERIC
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC

@DATA
EntireHome,Gracia,20,9.0,4,2.0,87.0,41.4,2.159
EntireHome,CiutatVella,15,8.0,6,3.0,184.0,41.38,2.177
PrivateRoom,Eixample,4,8.0,2,0.0,36.0,41.405,2.182
EntireHome,SantMarti,3,9.0,5,3.0,193.0,41.394,2.199
PrivateRoom,Eixample,187,9.0,2,1.0,42.0,41.405,2.172
EntireHome,CiutatVella,90,10.0,4,0.0,107.0,41.388,2.173
EntireHome,Gracia,111,9.0,14,4.0,288.0,41.405,2.171
EntireHome,SantsMontjuic,5,10.0,9,5.0,433.0,41.374,2.168
PrivateRoom,SantMarti,8,9.0,2,1.0,72.0,41.401,2.202
EntireHome,CiutatVella,3,9.0,4,1.0,240.0,41.381,2.164
PrivateRoom,SantAndreu,60,10.0,2,1.0,71.0,41.439,2.201
PrivateRoom,Horta,38,8.0,2,1.0,29.0,41.422,2.156
EntireHome,SantMarti,31,9.0,4,1.0,135.0,41.403,2.202
PrivateRoom,Horta,6,10.0,3,1.0,66.0,41.419,2.176
PrivateRoom,CiutatVella,98,9.0,2,1.0,60.0,41.382,2.179
PrivateRoom,CiutatVella,15,9.0,3,1.0,115.0,41.385,2.165
PrivateRoom,Gracia,69,9.0,2,1.0,30.0,41.407,2.157
EntireHome,Sarria,19,9.0,5,2.0,84.0,41.403,2.145
PrivateRoom,Gracia,37,10.0,2,1.0,59.0,41.405,2.162
PrivateRoom,CiutatVella,7,9.0,2,1.0,71.0,41.386,2.183
PrivateRoom,SantMarti,16,9.0,1,1.0,36.0,41.398,2.201
PrivateRoom,SantsMontjuic,30,9.0,2,1.0,35.0,41.374,2.167
EntireHome,SantsMontjuic,23,9.0,4,2.0,180.0,41.375,2.143
EntireHome,SantMarti,4,9.0,6,2.0,66.0,41.412,2.176
EntireHome,Eixample,30,9.0,8,3.0,133.0,41.408,2.175
PrivateRoom,Eixample,10,10.0,2,1.0,114.0,41.387,2.164
PrivateRoom,SantMarti,7,10.0,2,1.0,54.0,41.405,2.199
PrivateRoom,Sarria,3,9.0,1,1.0,24.0,41.4,2.148
PrivateRoom,SantsMontjuic,19,10.0,2,3.0,42.0,41.369,2.134
PrivateRoom,Eixample,60,9.0,1,1.0,34.0,41.375,2.156
EntireHome,Eixample,9,8.0,5,2.0,90.0,41.395,2.171
EntireHome,SantMarti,18,9.0,5,3.0,216.0,41.393,2.195
PrivateRoom,Eixample,49,9.0,2,1.0,42.0,41.393,2.149
PrivateRoom,SantMarti,128,9.0,2,1.0,36.0,41.399,2.206
PrivateRoom,CiutatVella,172,9.0,2,1.0,37.0,41.376,2.172
EntireHome,Eixample,16,8.0,4,1.0,121.0,41.402,2.176
PrivateRoom,Eixample,161,8.0,4,1.0,77.0,41.377,2.152
PrivateRoom,Eixample,7,10.0,2,1.0,60.0,41.403,2.174
EntireHome,SantsMontjuic,105,9.0,7,4.0,179.0,41.374,2.17
PrivateRoom,CiutatVella,109,8.0,4,1.0,32.0,41.379,2.178
PrivateRoom,Gracia,44,9.0,1,1.0,30.0,41.402,2.152
PrivateRoom,CiutatVella,57,10.0,1,1.0,68.0,41.378,2.166
PrivateRoom,Eixample,9,10.0,2,1.0,35.0,41.382,2.16
PrivateRoom,CiutatVella,56,10.0,2,1.0,114.0,41.381,2.164
PrivateRoom,Eixample,8,8.0,4,1.0,35.0,41.383,2.157
EntireHome,CiutatVella,25,10.0,5,2.0,180.0,41.384,2.183
PrivateRoom,Eixample,46,10.0,4,1.0,60.0,41.387,2.164
EntireHome,SantMarti,3,9.0,4,2.0,96.0,41.398,2.207
PrivateRoom,CiutatVella,31,10.0,2,1.0,90.0,41.377,2.167
EntireHome,Gracia,3,6.0,5,3.0,144.0,41.416,2.143
PrivateRoom,CiutatVella,33,9.0,2,1.0,36.0,41.38,2.189
PrivateRoom,CiutatVella,6,10.0,2,1.0,67.0,41.387,2.176
EntireHome,Sarria,4,10.0,2,0.0,102.0,41.425,2.088
EntireHome,SantsMontjuic,27,9.0,10,2.0,276.0,41.373,2.165
PrivateRoom,Eixample,3,6.0,1,1.0,30.0,41.397,2.182
EntireHome,Eixample,14,9.0,6,4.0,100.0,41.375,2.163
EntireHome,SantsMontjuic,30,9.0,2,1.0,75.0,41.372,2.162
EntireHome,Eixample,62,9.0,6,3.0,118.0,41.376,2.165
EntireHome,Horta,23,10.0,2,1.0,96.0,41.412,2.172
EntireHome,Eixample,18,10.0,4,2.0,78.0,41.404,2.176
EntireHome,CiutatVella,16,9.0,10,4.0,351.0,41.384,2.171
EntireHome,Eixample,60,9.0,6,3.0,229.0,41.39,2.16
PrivateRoom,CiutatVella,17,9.0,3,1.0,36.0,41.379,2.171
PrivateRoom,Eixample,63,9.0,1,1.0,24.0,41.399,2.184
PrivateRoom,CiutatVella,23,9.0,2,1.0,39.0,41.379,2.177
EntireHome,Eixample,8,9.0,6,3.0,216.0,41.392,2.168
PrivateRoom,Eixample,22,10.0,2,1.0,48.0,41.401,2.184
PrivateRoom,SantsMontjuic,106,10.0,2,1.0,36.0,41.375,2.167
EntireHome,Sarria,30,9.0,4,2.0,78.0,41.396,2.146
EntireHome,Gracia,17,9.0,2,1.0,82.0,41.405,2.151
EntireHome,CiutatVella,9,10.0,3,2.0,88.0,41.38,2.168
PrivateRoom,CiutatVella,31,9.0,2,1.0,42.0,41.376,2.19
EntireHome,SantMarti,3,9.0,8,4.0,168.0,41.388,2.199
SharedRoom,Eixample,4,9.0,1,1.0,61.0,41.401,2.181
PrivateRoom,Eixample,48,10.0,2,1.0,45.0,41.379,2.156
PrivateRoom,Eixample,11,9.0,2,1.0,48.0,41.382,2.152
PrivateRoom,CiutatVella,3,9.0,2,1.0,59.0,41.386,2.178
EntireHome,Gracia,102,8.0,12,5.0,170.0,41.403,2.166
PrivateRoom,Eixample,9,10.0,2,1.0,41.0,41.383,2.161
EntireHome,CiutatVella,79,9.0,2,1.0,96.0,41.377,2.19
EntireHome,SantAndreu,8,8.0,6,3.0,66.0,41.423,2.186
EntireHome,Eixample,4,10.0,10,5.0,423.0,41.391,2.168
EntireHome,CiutatVella,10,9.0,2,1.0,108.0,41.386,2.173
EntireHome,Eixample,20,9.0,5,3.0,165.0,41.401,2.177
EntireHome,CiutatVella,4,10.0,12,5.0,433.0,41.385,2.165
PrivateRoom,SantMarti,23,9.0,2,1.0,48.0,41.411,2.207
PrivateRoom,CiutatVella,34,9.0,3,1.0,18.0,41.376,2.169
PrivateRoom,Horta,161,10.0,1,1.0,29.0,41.409,2.17
PrivateRoom,SantMarti,26,10.0,2,1.0,59.0,41.404,2.208
EntireHome,Eixample,50,10.0,4,2.0,109.0,41.405,2.175
PrivateRoom,CiutatVella,45,9.0,2,1.0,50.0,41.378,2.167
PrivateRoom,Eixample,20,9.0,2,1.0,60.0,41.38,2.151
EntireHome,Gracia,4,10.0,7,3.0,108.0,41.405,2.159
PrivateRoom,Eixample,180,9.0,2,1.0,34.0,41.381,2.159
PrivateRoom,SantMarti,20,10.0,2,1.0,48.0,41.398,2.198
EntireHome,Eixample,7,9.0,5,2.0,99.0,41.408,2.177
EntireHome,Eixample,99,9.0,6,3.0,142.0,41.396,2.174
EntireHome,Eixample,256,9.0,5,3.0,144.0,41.398,2.172
PrivateRoom,CiutatVella,5,10.0,2,1.0,30.0,41.38,2.167
PrivateRoom,Eixample,8,9.0,2,1.0,30.0,41.406,2.18
EntireHome,SantMarti,17,9.0,5,3.0,53.0,41.418,2.214
EntireHome,CiutatVella,4,9.0,5,2.0,301.0,41.384,2.181
EntireHome,Gracia,42,9.0,6,3.0,168.0,41.397,2.155
EntireHome,Eixample,121,10.0,6,3.0,139.0,41.403,2.172
PrivateRoom,CiutatVella,60,9.0,2,1.0,36.0,41.382,2.168
EntireHome,Eixample,12,9.0,4,2.0,102.0,41.402,2.176
PrivateRoom,Eixample,15,8.0,2,1.0,41.0,41.381,2.153
EntireHome,Eixample,6,8.0,2,1.0,111.0,41.404,2.181
PrivateRoom,CiutatVella,31,9.0,1,1.0,34.0,41.378,2.165
EntireHome,SantMarti,26,9.0,6,3.0,176.0,41.412,2.221
PrivateRoom,Gracia,44,9.0,2,1.0,48.0,41.401,2.156
PrivateRoom,Eixample,9,10.0,2,1.0,60.0,41.382,2.154
EntireHome,Eixample,132,10.0,4,1.0,71.0,41.406,2.176
PrivateRoom,SantsMontjuic,19,9.0,2,1.0,35.0,41.377,2.132
EntireHome,Horta,133,9.0,8,4.0,90.0,41.412,2.17
PrivateRoom,LesCorts,88,9.0,1,1.0,42.0,41.388,2.124
PrivateRoom,CiutatVella,53,8.0,2,1.0,30.0,41.38,2.179
EntireHome,Gracia,10,9.0,4,1.0,157.0,41.402,2.16
PrivateRoom,Eixample,9,9.0,2,1.0,54.0,41.381,2.163
EntireHome,CiutatVella,50,10.0,2,3.0,132.0,41.384,2.174
PrivateRoom,Sarria,11,10.0,1,1.0,25.0,41.405,2.144
EntireHome,Eixample,32,9.0,5,2.0,240.0,41.406,2.17
PrivateRoom,SantsMontjuic,101,9.0,2,1.0,49.0,41.37,2.141
EntireHome,SantsMontjuic,72,10.0,6,2.0,60.0,41.376,2.126
EntireHome,Eixample,9,10.0,7,3.0,265.0,41.404,2.176
PrivateRoom,SantMarti,43,10.0,2,1.0,78.0,41.391,2.195
PrivateRoom,SantsMontjuic,91,9.0,1,1.0,36.0,41.375,2.156
PrivateRoom,CiutatVella,12,9.0,1,1.0,60.0,41.378,2.173
EntireHome,Eixample,4,10.0,4,2.0,118.0,41.394,2.178
PrivateRoom,CiutatVella,13,10.0,2,1.0,48.0,41.385,2.173
PrivateRoom,Horta,35,9.0,3,1.0,78.0,41.411,2.171
EntireHome,Sarria,41,8.0,4,2.0,158.0,41.408,2.134
EntireHome,SantMarti,43,9.0,4,1.0,84.0,41.39,2.189
PrivateRoom,Gracia,7,9.0,2,1.0,78.0,41.404,2.168
PrivateRoom,SantMarti,37,10.0,1,1.0,38.0,41.414,2.214
PrivateRoom,Eixample,4,8.0,4,1.0,36.0,41.407,2.183
PrivateRoom,Horta,9,10.0,1,1.0,18.0,41.416,2.162
EntireHome,SantsMontjuic,11,9.0,4,1.0,89.0,41.368,2.132
PrivateRoom,SantMarti,5,9.0,1,1.0,36.0,41.401,2.204
EntireHome,SantsMontjuic,19,9.0,4,1.0,66.0,41.373,2.172
EntireHome,Eixample,23,10.0,8,4.0,180.0,41.379,2.16
PrivateRoom,Eixample,44,9.0,2,1.0,71.0,41.383,2.16
PrivateRoom,Horta,14,9.0,6,3.0,217.0,41.436,2.156
EntireHome,Eixample,4,10.0,1,1.0,42.0,41.378,2.16
PrivateRoom,Eixample,108,9.0,1,4.0,31.0,41.391,2.152
EntireHome,Eixample,7,9.0,4,1.0,96.0,41.397,2.174
EntireHome,SantMarti,44,9.0,4,1.0,90.0,41.4,2.2
PrivateRoom,Eixample,56,9.0,2,1.0,24.0,41.398,2.182
PrivateRoom,CiutatVella,16,10.0,2,1.0,57.0,41.378,2.167
PrivateRoom,Horta,15,10.0,2,1.0,27.0,41.424,2.157
PrivateRoom,CiutatVella,27,7.0,3,1.0,90.0,41.382,2.17
EntireHome,CiutatVella,7,9.0,3,2.0,41.0,41.39,2.177
EntireHome,Eixample,58,9.0,6,3.0,89.0,41.384,2.158
PrivateRoom,Gracia,5,8.0,2,1.0,36.0,41.399,2.161
EntireHome,CiutatVella,104,10.0,3,1.0,108.0,41.377,2.191
EntireHome,Gracia,6,10.0,6,3.0,218.0,41.396,2.156
EntireHome,Eixample,80,9.0,2,1.0,96.0,41.389,2.168
PrivateRoom,SantsMontjuic,77,9.0,2,1.0,60.0,41.372,2.166
EntireHome,CiutatVella,7,9.0,2,0.0,93.0,41.384,2.174
EntireHome,SantMarti,138,10.0,4,2.0,138.0,41.408,2.184
EntireHome,SantsMontjuic,4,9.0,9,3.0,160.0,41.371,2.143
PrivateRoom,CiutatVella,77,10.0,2,1.0,36.0,41.379,2.179
EntireHome,Eixample,35,10.0,4,2.0,132.0,41.387,2.159
PrivateRoom,SantsMontjuic,4,10.0,2,1.0,42.0,41.372,2.157
PrivateRoom,Eixample,118,10.0,2,1.0,18.0,41.383,2.158
PrivateRoom,CiutatVella,44,7.0,4,1.0,72.0,41.389,2.177
EntireHome,CiutatVella,27,10.0,2,1.0,150.0,41.38,2.167
PrivateRoom,SantsMontjuic,57,10.0,2,1.0,60.0,41.372,2.164
EntireHome,Gracia,76,9.0,4,1.0,103.0,41.404,2.17
EntireHome,Gracia,85,9.0,4,2.0,144.0,41.407,2.16
PrivateRoom,SantMarti,43,9.0,2,1.0,30.0,41.394,2.198
PrivateRoom,Eixample,117,9.0,2,1.0,42.0,41.383,2.158
EntireHome,Sarria,81,9.0,5,2.0,131.0,41.411,2.141
PrivateRoom,SantsMontjuic,24,10.0,1,1.0,42.0,41.37,2.143
EntireHome,CiutatVella,72,9.0,11,5.0,246.0,41.382,2.169
PrivateRoom,CiutatVella,17,9.0,2,0.0,102.0,41.379,2.168
EntireHome,Eixample,42,9.0,2,1.0,102.0,41.397,2.174
PrivateRoom,Eixample,16,9.0,1,1.0,34.0,41.38,2.151
PrivateRoom,CiutatVella,11,10.0,2,1.0,72.0,41.38,2.166
EntireHome,CiutatVella,6,10.0,2,1.0,132.0,41.378,2.172
EntireHome,Eixample,128,9.0,6,3.0,186.0,41.4,2.165
EntireHome,SantsMontjuic,26,9.0,6,3.0,84.0,41.373,2.165
PrivateRoom,Eixample,8,9.0,2,1.0,35.0,41.396,2.169
EntireHome,Eixample,8,9.0,3,1.0,78.0,41.402,2.176
EntireHome,Eixample,14,9.0,10,4.0,337.0,41.381,2.161
PrivateRoom,SantsMontjuic,19,9.0,3,1.0,36.0,41.372,2.163
EntireHome,CiutatVella,9,8.0,6,2.0,186.0,41.381,2.166
PrivateRoom,Eixample,14,9.0,1,1.0,12.0,41.403,2.181
EntireHome,Gracia,5,10.0,6,2.0,132.0,41.401,2.159
EntireHome,Eixample,25,9.0,6,2.0,168.0,41.393,2.172
PrivateRoom,CiutatVella,15,10.0,2,1.0,42.0,41.384,2.176
PrivateRoom,Horta,52,8.0,2,1.0,18.0,41.414,2.178
EntireHome,CiutatVella,25,9.0,2,1.0,121.0,41.378,2.188
PrivateRoom,Horta,68,9.0,1,1.0,20.0,41.415,2.179
PrivateRoom,LesCorts,3,10.0,2,1.0,72.0,41.391,2.134
PrivateRoom,SantMarti,5,10.0,2,1.0,42.0,41.407,2.183
PrivateRoom,NouBarris,7,8.0,2,1.0,54.0,41.448,2.184
PrivateRoom,CiutatVella,40,9.0,2,1.0,93.0,41.381,2.178
EntireHome,Eixample,83,9.0,7,4.0,168.0,41.376,2.164
EntireHome,Eixample,6,9.0,5,2.0,174.0,41.397,2.175
EntireHome,Eixample,55,9.0,4,1.0,118.0,41.394,2.18
EntireHome,CiutatVella,48,9.0,2,0.0,82.0,41.381,2.176
EntireHome,Eixample,33,9.0,3,2.0,136.0,41.38,2.155
EntireHome,Eixample,5,8.0,8,3.0,451.0,41.393,2.169
PrivateRoom,SantsMontjuic,38,9.0,2,1.0,38.0,41.373,2.163
PrivateRoom,SantsMontjuic,9,8.0,1,1.0,22.0,41.374,2.134
EntireHome,Eixample,57,9.0,2,1.0,85.0,41.382,2.154
PrivateRoom,Gracia,36,9.0,2,1.0,59.0,41.402,2.164
PrivateRoom,SantMarti,4,10.0,1,1.0,42.0,41.403,2.194
PrivateRoom,CiutatVella,28,10.0,2,1.0,72.0,41.383,2.189
PrivateRoom,SantsMontjuic,3,9.0,1,1.0,48.0,41.374,2.155
PrivateRoom,Sarria,15,10.0,4,3.0,157.0,41.393,2.12
PrivateRoom,Eixample,85,10.0,2,1.0,96.0,41.386,2.161
EntireHome,Eixample,89,9.0,4,2.0,138.0,41.393,2.162
PrivateRoom,Gracia,53,9.0,1,1.0,30.0,41.401,2.163
PrivateRoom,SantMarti,4,10.0,2,1.0,42.0,41.415,2.217
PrivateRoom,Eixample,3,9.0,2,1.0,93.0,41.398,2.179
EntireHome,Horta,74,9.0,4,2.0,176.0,41.413,2.172
PrivateRoom,Eixample,75,9.0,2,1.0,37.0,41.377,2.16
EntireHome,Eixample,16,10.0,5,3.0,187.0,41.397,2.177
EntireHome,SantAndreu,27,10.0,4,2.0,96.0,41.424,2.189
PrivateRoom,LesCorts,19,9.0,2,1.0,42.0,41.383,2.134
PrivateRoom,CiutatVella,25,8.0,2,1.0,45.0,41.383,2.164
EntireHome,SantMarti,9,9.0,9,4.0,240.0,41.387,2.198
EntireHome,Horta,14,9.0,6,3.0,180.0,41.42,2.176
EntireHome,Eixample,18,9.0,6,2.0,144.0,41.404,2.174
EntireHome,SantsMontjuic,48,9.0,2,1.0,95.0,41.375,2.168
EntireHome,SantsMontjuic,22,9.0,2,1.0,90.0,41.373,2.17
EntireHome,CiutatVella,41,9.0,4,1.0,174.0,41.382,2.176
EntireHome,Eixample,30,9.0,4,2.0,180.0,41.399,2.173
EntireHome,Eixample,70,9.0,6,3.0,150.0,41.397,2.181
EntireHome,Eixample,3,9.0,4,2.0,235.0,41.393,2.158
PrivateRoom,CiutatVella,80,9.0,2,1.0,71.0,41.384,2.169
PrivateRoom,SantMarti,18,10.0,2,1.0,72.0,41.403,2.2
PrivateRoom,SantsMontjuic,22,10.0,2,1.0,60.0,41.372,2.161
PrivateRoom,Eixample,99,9.0,2,1.0,48.0,41.377,2.15
PrivateRoom,SantMarti,3,7.0,1,1.0,31.0,41.418,2.196
EntireHome,SantsMontjuic,4,9.0,6,2.0,132.0,41.374,2.161
EntireHome,CiutatVella,18,8.0,2,1.0,29.0,41.379,2.177
EntireHome,Eixample,15,10.0,4,1.0,121.0,41.401,2.183
PrivateRoom,CiutatVella,38,9.0,2,1.0,54.0,41.382,2.173
EntireHome,SantMarti,13,9.0,9,5.0,384.0,41.391,2.191
PrivateRoom,Eixample,40,9.0,4,1.0,36.0,41.38,2.155
EntireHome,SantsMontjuic,7,8.0,4,2.0,167.0,41.373,2.17
EntireHome,Eixample,24,10.0,4,1.0,179.0,41.388,2.169
PrivateRoom,Horta,5,8.0,1,0.0,30.0,41.411,2.171
PrivateRoom,Gracia,10,10.0,2,1.0,48.0,41.4,2.154
EntireHome,Eixample,93,9.0,4,2.0,114.0,41.399,2.174
EntireHome,Sarria,9,10.0,8,4.0,288.0,41.403,2.134
EntireHome,CiutatVella,8,9.0,6,2.0,168.0,41.383,2.178
PrivateRoom,Gracia,4,10.0,2,1.0,75.0,41.399,2.159
EntireHome,Eixample,18,9.0,4,1.0,121.0,41.386,2.159
PrivateRoom,Gracia,129,8.0,3,1.0,48.0,41.407,2.155
EntireHome,SantMarti,36,9.0,6,3.0,193.0,41.388,2.198
EntireHome,Gracia,7,6.0,2,1.0,96.0,41.4,2.158
EntireHome,NouBarris,4,9.0,3,1.0,96.0,41.448,2.175
PrivateRoom,SantsMontjuic,7,9.0,1,1.0,30.0,41.375,2.13
EntireHome,SantMarti,6,10.0,4,1.0,150.0,41.401,2.205
PrivateRoom,Eixample,72,10.0,1,1.0,42.0,41.389,2.157
EntireHome,Eixample,4,10.0,4,0.0,107.0,41.389,2.157
EntireHome,Eixample,39,9.0,6,2.0,102.0,41.404,2.175
PrivateRoom,Eixample,121,9.0,2,1.0,60.0,41.383,2.162
EntireHome,Eixample,26,10.0,6,3.0,174.0,41.409,2.174
EntireHome,CiutatVella,3,7.0,4,1.0,108.0,41.387,2.178
PrivateRoom,Gracia,65,8.0,2,1.0,24.0,41.403,2.17
EntireHome,Eixample,10,9.0,4,1.0,100.0,41.396,2.175
EntireHome,Eixample,97,10.0,6,3.0,282.0,41.394,2.164
EntireHome,Eixample,101,9.0,8,3.0,114.0,41.406,2.172
PrivateRoom,Eixample,54,10.0,2,1.0,36.0,41.398,2.178
PrivateRoom,CiutatVella,17,9.0,4,2.0,42.0,41.384,2.164
PrivateRoom,SantMarti,12,8.0,2,1.0,29.0,41.416,2.214
PrivateRoom,Eixample,21,10.0,1,1.0,50.0,41.38,2.151
EntireHome,SantMarti,10,9.0,4,2.0,199.0,41.4,2.204
PrivateRoom,CiutatVella,156,9.0,2,1.0,60.0,41.383,2.176
EntireHome,Gracia,26,10.0,5,2.0,132.0,41.407,2.15
PrivateRoom,SantsMontjuic,16,8.0,2,1.0,45.0,41.374,2.166
EntireHome,SantsMontjuic,31,9.0,8,4.0,168.0,41.372,2.142
EntireHome,SantsMontjuic,92,10.0,2,1.0,102.0,41.373,2.136
EntireHome,Gracia,7,9.0,6,2.0,122.0,41.401,2.153
EntireHome,Eixample,61,9.0,4,2.0,180.0,41.382,2.163
PrivateRoom,Eixample,5,9.0,3,1.0,60.0,41.378,2.152
PrivateRoom,SantMarti,86,9.0,2,1.0,29.0,41.416,2.196
EntireHome,Eixample,15,8.0,4,2.0,97.0,41.406,2.175
EntireHome,SantMarti,49,10.0,6,2.0,169.0,41.396,2.207
EntireHome,Eixample,48,9.0,5,2.0,163.0,41.397,2.179
EntireHome,SantMarti,13,9.0,4,1.0,199.0,41.403,2.206
PrivateRoom,CiutatVella,32,10.0,2,1.0,78.0,41.379,2.177
PrivateRoom,SantMarti,4,9.0,1,1.0,36.0,41.409,2.207
EntireHome,Eixample,95,9.0,10,2.0,135.0,41.396,2.167
PrivateRoom,Gracia,8,8.0,2,1.0,44.0,41.405,2.167
EntireHome,Eixample,10,9.0,4,2.0,123.0,41.387,2.159
PrivateRoom,SantAndreu,27,8.0,1,1.0,22.0,41.437,2.185
PrivateRoom,SantMarti,4,9.0,2,1.0,48.0,41.405,2.204
PrivateRoom,LesCorts,6,10.0,4,2.0,144.0,41.386,2.11
PrivateRoom,Eixample,101,9.0,2,1.0,52.0,41.389,2.171
PrivateRoom,Gracia,5,10.0,4,1.0,30.0,41.402,2.165
EntireHome,Gracia,16,10.0,4,2.0,131.0,41.403,2.163
EntireHome,Eixample,4,8.0,3,1.0,95.0,41.398,2.174
PrivateRoom,SantsMontjuic,21,9.0,2,1.0,58.0,41.375,2.123
EntireHome,SantMarti,16,10.0,2,1.0,151.0,41.393,2.188
PrivateRoom,Eixample,3,10.0,2,1.0,48.0,41.404,2.172
EntireHome,CiutatVella,41,9.0,2,1.0,78.0,41.389,2.178
EntireHome,Eixample,58,9.0,5,3.0,118.0,41.396,2.169
EntireHome,CiutatVella,37,10.0,4,0.0,118.0,41.386,2.173
EntireHome,CiutatVella,110,9.0,2,0.0,72.0,41.386,2.181
EntireHome,SantsMontjuic,6,10.0,8,3.0,180.0,41.375,2.158
PrivateRoom,Horta,10,9.0,2,1.0,24.0,41.416,2.166
PrivateRoom,Eixample,15,8.0,2,1.0,31.0,41.382,2.152
EntireHome,CiutatVella,8,8.0,2,0.0,66.0,41.381,2.165
EntireHome,SantsMontjuic,5,8.0,4,2.0,121.0,41.372,2.132
PrivateRoom,SantMarti,59,9.0,2,1.0,60.0,41.421,2.209
PrivateRoom,CiutatVella,5,9.0,4,1.0,60.0,41.386,2.171
PrivateRoom,Eixample,24,10.0,2,1.0,35.0,41.383,2.159
EntireHome,Eixample,53,10.0,4,1.0,102.0,41.407,2.177
EntireHome,Eixample,10,9.0,6,4.0,157.0,41.387,2.158
EntireHome,Sarria,62,9.0,5,3.0,104.0,41.399,2.147
PrivateRoom,CiutatVella,25,10.0,1,1.0,25.0,41.376,2.174
PrivateRoom,Horta,18,9.0,4,1.0,95.0,41.418,2.173
PrivateRoom,CiutatVella,49,8.0,5,1.0,36.0,41.381,2.169
PrivateRoom,SantAndreu,22,10.0,2,1.0,42.0,41.417,2.181
PrivateRoom,NouBarris,14,10.0,2,1.0,46.0,41.428,2.171
PrivateRoom,Eixample,6,10.0,2,1.0,48.0,41.382,2.145
EntireHome,SantsMontjuic,13,10.0,6,3.0,157.0,41.373,2.158
EntireHome,Eixample,93,9.0,5,2.0,157.0,41.38,2.161
PrivateRoom,Eixample,99,9.0,2,1.0,96.0,41.394,2.163
PrivateRoom,SantMarti,4,10.0,2,1.0,24.0,41.415,2.217
EntireHome,CiutatVella,9,8.0,3,2.0,144.0,41.381,2.171
PrivateRoom,CiutatVella,69,10.0,2,1.0,108.0,41.383,2.168
EntireHome,Eixample,4,10.0,4,1.0,144.0,41.384,2.162
EntireHome,SantsMontjuic,20,8.0,7,3.0,95.0,41.373,2.164
PrivateRoom,SantsMontjuic,44,10.0,2,1.0,48.0,41.37,2.138
PrivateRoom,CiutatVella,95,9.0,2,1.0,34.0,41.384,2.166
PrivateRoom,SantAndreu,15,10.0,4,1.0,22.0,41.424,2.19
EntireHome,SantsMontjuic,119,10.0,7,3.0,264.0,41.374,2.176
EntireHome,Eixample,57,9.0,14,6.0,301.0,41.391,2.177
EntireHome,Eixample,13,9.0,4,3.0,144.0,41.398,2.168
PrivateRoom,CiutatVella,5,10.0,3,1.0,36.0,41.382,2.167
PrivateRoom,SantsMontjuic,9,9.0,1,1.0,39.0,41.373,2.168
PrivateRoom,Eixample,9,9.0,2,1.0,60.0,41.398,2.174
EntireHome,SantsMontjuic,48,9.0,4,3.0,72.0,41.375,2.165
PrivateRoom,Eixample,6,10.0,1,1.0,60.0,41.388,2.157
EntireHome,CiutatVella,7,9.0,6,3.0,301.0,41.385,2.167
PrivateRoom,Eixample,16,9.0,2,1.0,57.0,41.379,2.156
EntireHome,SantsMontjuic,52,9.0,6,2.0,108.0,41.372,2.163
PrivateRoom,Sarria,34,10.0,2,1.0,42.0,41.402,2.15
PrivateRoom,Eixample,62,9.0,2,1.0,66.0,41.376,2.156
EntireHome,SantMarti,80,9.0,6,3.0,118.0,41.393,2.192
PrivateRoom,Eixample,24,10.0,2,1.0,41.0,41.386,2.161
EntireHome,Eixample,22,10.0,6,3.0,179.0,41.384,2.161
EntireHome,Eixample,149,10.0,4,2.0,110.0,41.404,2.177
PrivateRoom,Eixample,38,8.0,3,1.0,37.0,41.401,2.182
EntireHome,SantMarti,9,9.0,4,2.0,186.0,41.392,2.188
EntireHome,LesCorts,75,8.0,2,1.0,48.0,41.386,2.139
EntireHome,SantMarti,69,10.0,2,0.0,145.0,41.4,2.195
PrivateRoom,NouBarris,66,9.0,2,1.0,36.0,41.429,2.169
EntireHome,CiutatVella,50,9.0,8,4.0,307.0,41.381,2.173
EntireHome,CiutatVella,52,9.0,5,2.0,180.0,41.383,2.179
EntireHome,Eixample,6,10.0,5,3.0,240.0,41.409,2.178
EntireHome,Eixample,58,9.0,4,3.0,114.0,41.406,2.176
PrivateRoom,SantMarti,35,10.0,2,1.0,59.0,41.409,2.208
PrivateRoom,SantsMontjuic,34,9.0,2,1.0,29.0,41.375,2.124
PrivateRoom,SantsMontjuic,4,10.0,2,1.0,60.0,41.374,2.132
EntireHome,SantMarti,3,10.0,5,2.0,180.0,41.392,2.193
PrivateRoom,Gracia,4,10.0,2,1.0,54.0,41.402,2.154
EntireHome,Gracia,3,8.0,4,0.0,66.0,41.41,2.159
PrivateRoom,Gracia,41,9.0,2,1.0,32.0,41.414,2.139
EntireHome,SantsMontjuic,130,9.0,4,1.0,82.0,41.373,2.145
EntireHome,Gracia,57,10.0,3,2.0,121.0,41.405,2.166
PrivateRoom,Sarria,4,10.0,2,1.0,30.0,41.398,2.119
PrivateRoom,Eixample,10,10.0,2,1.0,58.0,41.387,2.16
